app_id,library_name,version,license_type,is_direct,last_updated
APP-001,uvicorn,0.11.4,BSD-2-Clause,False,2025-09-10
APP-001,lib-12,2.1.8,Unlicense,True,2025-12-31
APP-001,lib-21,4.3.8,Unlicense,True,2025-12-19
APP-002,vlib-06,0.9.10,Apache-2.0,True,2025-12-27
APP-002,serde-json,4.12.8,Unlicense,True,2026-02-14
APP-002,log4shell-core,2.11.18,Unlicense,True,2026-01-03
APP-002,net-sock,0.11.8,MIT,True,2026-02-03
APP-002,vlib-01,4.1.20,BSD-2-Clause,True,2025-08-25
APP-002,pyyaml,4.7.2,Unlicense,True,2026-02-05
APP-002,vlib-12,1.2.15,Unlicense,True,2025-09-15
APP-002,auth-token,2.1.9,Unlicense,True,2026-06-21
APP-002,vlib-15,1.8.6,ISC,True,2025-10-05
APP-002,gpl-lib-09,3.2.6,AGPL-3.0,True,2026-03-21
APP-002,gpl-lib-08,2.6.17,AGPL-3.0,True,2026-05-14
APP-002,gpl-lib-02,4.0.2,GPL-3.0,True,2026-02-23
APP-002,gpl-lib-06,3.0.12,GPL-2.0,True,2025-11-30
APP-002,copyleft-orm,4.7.4,GPL-2.0,True,2025-10-19
APP-002,gpl-lib-01,0.0.20,AGPL-3.0,True,2025-09-15
APP-002,deprecated-auth,1.0.16,BSD-3-Clause,True,2022-09-14
APP-002,stale-18,3.8.9,Zlib,True,2023-06-30
APP-002,stale-11,2.7.10,BSD-2-Clause,True,2023-06-15
APP-002,stale-15,4.4.4,Zlib,True,2024-10-12
APP-002,stale-03,3.1.18,ISC,True,2024-03-17
APP-002,stale-14,0.8.6,BSD-3-Clause,True,2024-02-23
APP-002,stale-12,0.0.14,MIT,True,2023-03-14
APP-002,tlib-08,3.5.13,Apache-2.0,False,2025-09-16
APP-002,tlib-07,1.1.3,BSD-3-Clause,False,2025-09-28
APP-002,tlib-06,3.12.13,BSD-3-Clause,False,2026-01-01
APP-002,tlib-10,0.0.12,Zlib,False,2025-11-21
APP-002,tlib-04,1.11.18,Unlicense,False,2025-09-18
APP-002,lib-18,4.6.11,BSD-2-Clause,True,2026-01-08
APP-002,attrs,3.2.1,Unlicense,True,2025-11-06
APP-002,lib-01,0.5.17,Apache-2.0,True,2026-02-18
APP-002,lib-35,4.10.10,BSD-3-Clause,True,2026-03-20
APP-002,fastapi,4.0.11,BSD-3-Clause,False,2025-09-25
APP-002,lib-34,1.6.18,Zlib,True,2026-03-24
APP-002,rich,4.3.10,Unlicense,True,2025-10-22
APP-002,lib-39,2.8.20,Apache-2.0,False,2025-08-29
APP-002,lib-09,3.5.9,Unlicense,True,2025-10-01
APP-002,lib-36,3.7.14,BSD-2-Clause,False,2026-05-06
APP-002,lib-29,2.8.4,Zlib,True,2026-01-26
APP-002,lib-10,1.3.0,MIT,True,2026-03-27
APP-002,lib-17,2.0.3,Apache-2.0,True,2025-09-26
APP-002,lib-20,4.1.12,BSD-3-Clause,False,2026-06-03
APP-002,lib-23,0.8.17,ISC,True,2025-09-16
APP-002,lib-05,2.12.13,Unlicense,False,2026-04-23
APP-002,lib-02,3.9.4,BSD-3-Clause,True,2025-10-18
APP-002,flask,2.10.3,Apache-2.0,True,2026-06-20
APP-002,lib-12,2.1.8,Unlicense,True,2025-10-29
APP-002,lib-38,1.10.2,MIT,True,2026-01-03
APP-002,redis-py,2.2.14,Apache-2.0,True,2026-05-31
APP-002,lib-22,0.11.13,Unlicense,True,2025-10-25
APP-002,gunicorn,4.0.3,MIT,True,2026-05-24
APP-003,urllib3,2.3.4,MIT,True,2026-01-30
APP-003,vlib-04,2.12.5,MIT,True,2026-02-02
APP-003,vlib-06,0.9.10,Apache-2.0,True,2025-11-06
APP-003,vlib-07,3.0.3,ISC,True,2026-05-21
APP-003,openssl-py,3.9.12,MIT,True,2026-02-27
APP-003,pillow,0.1.4,BSD-3-Clause,True,2026-02-11
APP-003,vlib-10,4.1.2,ISC,True,2025-08-29
APP-003,vlib-14,4.9.13,Unlicense,True,2026-03-17
APP-003,zip-utils,0.10.3,MIT,True,2025-11-21
APP-003,gnu-plotter,1.3.6,GPL-3.0,True,2026-04-29
APP-003,agpl-queue,3.2.8,AGPL-3.0,True,2025-09-21
APP-003,gpl-lib-09,3.2.6,AGPL-3.0,True,2026-03-03
APP-003,gpl-lib-03,1.2.13,GPL-2.0,True,2026-04-11
APP-003,gpl-lib-01,0.0.20,AGPL-3.0,True,2026-02-10
APP-003,gpl-lib-04,3.7.6,GPL-3.0,True,2026-04-15
APP-003,stale-14,0.8.6,BSD-3-Clause,True,2024-08-17
APP-003,stale-19,4.12.20,BSD-3-Clause,True,2023-12-20
APP-003,stale-02,4.1.7,BSD-3-Clause,False,2023-03-27
APP-003,stale-11,2.7.10,BSD-2-Clause,True,2023-08-07
APP-003,stale-07,4.8.10,Unlicense,True,2022-11-24
APP-003,stale-09,1.4.12,ISC,False,2023-09-13
APP-003,stale-18,3.8.9,Zlib,True,2023-06-05
APP-003,stale-04,1.9.19,BSD-3-Clause,True,2023-08-08
APP-003,tlib-06,3.12.13,BSD-3-Clause,False,2026-06-06
APP-003,tlib-02,4.3.8,Zlib,False,2025-11-17
APP-003,tls-shim,2.7.16,Apache-2.0,False,2026-01-12
APP-003,tlib-09,3.7.1,Apache-2.0,False,2025-08-21
APP-003,tlib-04,1.11.18,Unlicense,False,2026-02-18
APP-003,pytest,1.10.20,Apache-2.0,True,2026-06-13
APP-003,lib-29,2.8.4,Zlib,True,2025-09-05
APP-003,gunicorn,4.0.3,MIT,False,2026-06-16
APP-003,lib-21,4.3.8,Unlicense,True,2026-02-09
APP-003,lib-38,1.10.2,MIT,True,2026-03-29
APP-003,typer,4.8.4,BSD-2-Clause,False,2025-11-12
APP-003,lib-23,0.8.17,ISC,False,2026-03-26
APP-003,rich,4.3.10,Unlicense,False,2025-11-15
APP-003,boto3,0.5.4,Zlib,False,2025-10-18
APP-003,fastapi,4.0.11,BSD-3-Clause,True,2025-10-29
APP-003,redis-py,2.2.14,Apache-2.0,True,2026-01-07
APP-003,lib-16,2.2.18,Apache-2.0,False,2026-05-04
APP-003,click,1.4.9,MIT,True,2026-01-09
APP-003,lib-32,2.6.17,Zlib,True,2025-10-16
APP-003,requests,4.0.17,ISC,False,2025-12-03
APP-003,lib-07,0.6.1,Unlicense,True,2025-09-18
APP-003,lib-09,3.5.9,Unlicense,True,2026-05-12
APP-003,lib-19,2.6.19,BSD-2-Clause,True,2026-01-12
APP-003,lib-11,1.6.10,ISC,False,2025-12-02
APP-003,orjson,2.5.1,Zlib,False,2026-06-26
APP-003,numpy,1.4.3,Unlicense,True,2025-09-22
APP-003,uvicorn,0.11.4,BSD-2-Clause,True,2026-05-30
APP-004,auth-token,2.1.9,Unlicense,True,2026-04-18
APP-004,vlib-05,4.12.16,Apache-2.0,True,2026-05-22
APP-004,vlib-10,4.1.2,ISC,True,2026-02-05
APP-004,vlib-01,4.1.20,BSD-2-Clause,True,2025-11-26
APP-004,vlib-06,0.9.10,Apache-2.0,True,2026-01-03
APP-004,db-driver,4.12.5,ISC,True,2025-10-10
APP-004,openssl-py,3.9.12,MIT,True,2026-02-10
APP-004,cryptolib,4.1.12,Apache-2.0,True,2026-06-25
APP-004,http-agent,4.4.17,Unlicense,True,2026-02-02
APP-004,gpl-lib-03,1.2.13,GPL-2.0,True,2026-01-25
APP-004,copyleft-orm,4.7.4,GPL-2.0,True,2025-08-30
APP-004,gpl-crypto,3.3.2,GPL-3.0,True,2025-09-03
APP-004,gpl-lib-02,4.0.2,GPL-3.0,True,2025-10-19
APP-004,gpl-lib-06,3.0.12,GPL-2.0,True,2026-04-11
APP-004,gnu-plotter,1.3.6,GPL-3.0,True,2025-11-10
APP-004,legacy-soap,2.3.1,BSD-3-Clause,True,2023-04-27
APP-004,stale-15,4.4.4,Zlib,True,2023-11-24
APP-004,stale-14,0.8.6,BSD-3-Clause,True,2023-04-22
APP-004,stale-02,4.1.7,BSD-3-Clause,False,2023-12-05
APP-004,deprecated-auth,1.0.16,BSD-3-Clause,True,2022-11-15
APP-004,stale-04,1.9.19,BSD-3-Clause,True,2023-10-03
APP-004,stale-12,0.0.14,MIT,True,2023-09-05
APP-004,deep-base64,2.6.20,BSD-2-Clause,False,2025-10-27
APP-004,tlib-06,3.12.13,BSD-3-Clause,False,2025-12-13
APP-004,buffer-kit,3.1.7,BSD-2-Clause,False,2025-12-11
APP-004,regex-engine,1.1.10,ISC,False,2026-04-10
APP-004,tlib-09,3.7.1,Apache-2.0,False,2025-10-16
APP-004,lib-39,2.8.20,Apache-2.0,True,2026-06-08
APP-004,sqlalchemy,2.8.15,Zlib,True,2025-08-28
APP-004,lib-10,1.3.0,MIT,False,2026-05-06
APP-004,lib-40,4.5.2,ISC,True,2025-11-13
APP-004,lib-22,0.11.13,Unlicense,True,2025-11-05
APP-004,lib-34,1.6.18,Zlib,True,2026-04-14
APP-004,httpx,3.4.1,MIT,True,2026-04-08
APP-004,lib-12,2.1.8,Unlicense,True,2026-02-11
APP-004,lib-26,4.5.3,BSD-3-Clause,False,2025-12-05
APP-004,orjson,2.5.1,Zlib,False,2026-01-09
APP-004,lib-13,2.10.16,Apache-2.0,True,2025-09-26
APP-004,lib-32,2.6.17,Zlib,False,2026-01-15
APP-004,attrs,3.2.1,Unlicense,False,2025-10-20
APP-004,lib-07,0.6.1,Unlicense,False,2026-06-08
APP-004,lib-11,1.6.10,ISC,False,2026-02-26
APP-004,lib-29,2.8.4,Zlib,False,2026-01-30
APP-004,fastapi,4.0.11,BSD-3-Clause,True,2026-05-11
APP-004,lib-38,1.10.2,MIT,False,2026-05-07
APP-004,lib-16,2.2.18,Apache-2.0,True,2026-05-06
APP-004,lib-35,4.10.10,BSD-3-Clause,False,2026-01-24
APP-004,lib-05,2.12.13,Unlicense,True,2026-06-03
APP-004,celery,4.11.13,Zlib,True,2026-05-29
APP-004,lib-30,1.6.12,MIT,True,2025-12-17
APP-005,xml-parser,3.9.14,Apache-2.0,True,2026-01-26
APP-005,vlib-02,2.10.16,MIT,True,2026-06-15
APP-005,net-sock,0.11.8,MIT,True,2025-12-06
APP-005,vlib-04,2.12.5,MIT,True,2026-02-06
APP-005,vlib-07,3.0.3,ISC,True,2026-06-22
APP-005,jinja2,1.12.13,Apache-2.0,True,2025-09-10
APP-005,vlib-10,4.1.2,ISC,True,2026-06-01
APP-005,vlib-09,1.0.7,MIT,True,2025-08-20
APP-005,urllib3,2.3.4,MIT,True,2025-10-15
APP-005,gpl-lib-04,3.7.6,GPL-3.0,True,2026-01-31
APP-005,gpl-lib-08,2.6.17,AGPL-3.0,True,2026-03-01
APP-005,gpl-lib-01,0.0.20,AGPL-3.0,True,2025-08-20
APP-005,gpl-lib-09,3.2.6,AGPL-3.0,True,2025-12-28
APP-005,gpl-lib-05,3.0.5,GPL-2.0,True,2026-03-06
APP-005,agpl-queue,3.2.8,AGPL-3.0,True,2026-03-21
APP-005,stale-10,1.10.20,MIT,True,2023-02-02
APP-005,stale-13,4.9.3,ISC,False,2022-09-17
APP-005,flash-bridge,3.8.16,MIT,True,2022-12-24
APP-005,stale-02,4.1.7,BSD-3-Clause,True,2024-06-11
APP-005,stale-09,1.4.12,ISC,True,2023-01-26
APP-005,stale-03,3.1.18,ISC,False,2023-12-18
APP-005,stale-15,4.4.4,Zlib,True,2024-09-25
APP-005,stale-14,0.8.6,BSD-3-Clause,True,2022-10-11
APP-005,deep-base64,2.6.20,BSD-2-Clause,False,2026-01-26
APP-005,tlib-07,1.1.3,BSD-3-Clause,False,2026-01-10
APP-005,tlib-02,4.3.8,Zlib,False,2025-11-26
APP-005,tlib-03,3.3.17,Apache-2.0,False,2026-03-29
APP-005,tlib-01,0.5.2,Zlib,False,2026-03-16
APP-005,boto3,0.5.4,Zlib,False,2026-04-20
APP-005,click,1.4.9,MIT,True,2025-12-21
APP-005,lib-09,3.5.9,Unlicense,False,2026-02-07
APP-005,lib-03,1.2.5,BSD-3-Clause,False,2026-02-15
APP-005,lib-18,4.6.11,BSD-2-Clause,False,2025-10-23
APP-005,structlog,2.3.7,BSD-3-Clause,False,2026-01-26
APP-005,lib-21,4.3.8,Unlicense,False,2026-01-04
APP-005,lib-08,3.3.6,Unlicense,False,2025-10-30
APP-005,lib-25,0.10.10,Unlicense,False,2026-04-15
APP-005,typer,4.8.4,BSD-2-Clause,False,2026-03-03
APP-005,lib-10,1.3.0,MIT,False,2025-12-05
APP-005,lib-35,4.10.10,BSD-3-Clause,True,2025-09-14
APP-005,celery,4.11.13,Zlib,True,2025-12-06
APP-005,lib-05,2.12.13,Unlicense,True,2025-09-25
APP-005,lib-11,1.6.10,ISC,False,2025-12-20
APP-005,pytest,1.10.20,Apache-2.0,True,2026-02-12
APP-005,fastapi,4.0.11,BSD-3-Clause,True,2025-12-18
APP-005,lib-27,2.8.9,Zlib,True,2026-02-27
APP-005,lib-17,2.0.3,Apache-2.0,True,2025-09-12
APP-005,lib-37,1.8.15,BSD-3-Clause,True,2025-08-18
APP-005,lib-22,0.11.13,Unlicense,False,2026-05-25
APP-005,orjson,2.5.1,Zlib,False,2025-11-01
APP-006,zip-utils,0.10.3,MIT,True,2025-08-25
APP-006,vlib-06,0.9.10,Apache-2.0,True,2026-06-16
APP-006,net-sock,0.11.8,MIT,True,2026-06-01
APP-006,pyyaml,4.7.2,Unlicense,True,2026-01-07
APP-006,pillow,0.1.4,BSD-3-Clause,True,2026-02-22
APP-006,openssl-py,3.9.12,MIT,True,2026-04-23
APP-006,vlib-10,4.1.2,ISC,True,2025-09-10
APP-006,vlib-15,1.8.6,ISC,True,2026-03-13
APP-006,vlib-01,4.1.20,BSD-2-Clause,True,2026-05-22
APP-006,gnu-plotter,1.3.6,GPL-3.0,True,2025-09-16
APP-006,gpl-lib-09,3.2.6,AGPL-3.0,True,2026-03-12
APP-006,agpl-queue,3.2.8,AGPL-3.0,True,2025-08-30
APP-006,gpl-lib-03,1.2.13,GPL-2.0,True,2026-03-08
APP-006,copyleft-orm,4.7.4,GPL-2.0,True,2026-02-27
APP-006,gpl-lib-01,0.0.20,AGPL-3.0,True,2026-01-09
APP-006,stale-09,1.4.12,ISC,False,2024-05-31
APP-006,stale-06,3.10.18,MIT,True,2023-02-27
APP-006,stale-16,2.1.7,Unlicense,False,2024-06-03
APP-006,stale-12,0.0.14,MIT,True,2023-04-25
APP-006,stale-08,2.3.10,BSD-2-Clause,True,2024-05-04
APP-006,stale-13,4.9.3,ISC,True,2024-10-03
APP-006,flash-bridge,3.8.16,MIT,False,2023-10-29
APP-006,tlib-06,3.12.13,BSD-3-Clause,False,2026-02-25
APP-006,regex-engine,1.1.10,ISC,False,2025-08-29
APP-006,tlib-08,3.5.13,Apache-2.0,False,2026-01-12
APP-006,tlib-02,4.3.8,Zlib,False,2026-06-18
APP-006,mem-alloc,0.1.20,Zlib,False,2026-03-29
APP-006,attrs,3.2.1,Unlicense,True,2026-02-11
APP-006,numpy,1.4.3,Unlicense,True,2025-11-23
APP-006,lib-25,0.10.10,Unlicense,True,2026-05-25
APP-006,lib-04,3.0.5,Apache-2.0,True,2025-12-23
APP-006,gunicorn,4.0.3,MIT,True,2026-05-02
APP-006,lib-09,3.5.9,Unlicense,False,2026-03-05
APP-006,lib-35,4.10.10,BSD-3-Clause,False,2026-06-04
APP-006,fastapi,4.0.11,BSD-3-Clause,True,2025-10-03
APP-006,lib-37,1.8.15,BSD-3-Clause,True,2026-06-11
APP-006,pytest,1.10.20,Apache-2.0,False,2025-10-24
APP-006,lib-24,1.5.13,Apache-2.0,False,2025-11-20
APP-006,lib-32,2.6.17,Zlib,False,2025-10-18
APP-006,lib-15,2.0.3,Unlicense,True,2025-11-11
APP-006,lib-22,0.11.13,Unlicense,True,2026-05-16
APP-006,lib-03,1.2.5,BSD-3-Clause,True,2026-04-12
APP-006,pandas,0.11.17,MIT,False,2026-02-06
APP-006,lib-06,1.4.5,BSD-3-Clause,True,2025-08-31
APP-006,lib-40,4.5.2,ISC,True,2026-01-11
APP-006,celery,4.11.13,Zlib,True,2025-08-25
APP-006,sqlalchemy,2.8.15,Zlib,True,2025-11-06
APP-006,lib-10,1.3.0,MIT,True,2025-11-18
APP-006,rich,4.3.10,Unlicense,False,2026-04-29
APP-006,lib-36,3.7.14,BSD-2-Clause,False,2025-09-17
APP-007,cryptolib,4.1.12,Apache-2.0,True,2026-03-10
APP-007,net-sock,0.11.8,MIT,True,2026-04-08
APP-007,db-driver,4.12.5,ISC,True,2025-10-23
APP-007,xml-parser,3.9.14,Apache-2.0,True,2026-03-04
APP-007,vlib-14,4.9.13,Unlicense,True,2026-05-02
APP-007,serde-json,4.12.8,Unlicense,True,2025-12-29
APP-007,vlib-13,4.2.8,Unlicense,True,2025-09-15
APP-007,img-magick,3.2.14,ISC,True,2025-12-20
APP-007,vlib-11,3.1.17,Apache-2.0,True,2026-04-29
APP-007,gpl-lib-06,3.0.12,GPL-2.0,True,2026-02-04
APP-007,gnu-plotter,1.3.6,GPL-3.0,True,2025-09-06
APP-007,gnu-tables,3.12.17,GPL-3.0,True,2026-03-03
APP-007,gpl-lib-01,0.0.20,AGPL-3.0,True,2025-11-19
APP-007,gpl-lib-07,2.12.14,AGPL-3.0,True,2025-09-12
APP-007,gpl-crypto,3.3.2,GPL-3.0,True,2025-08-16
APP-007,stale-06,3.10.18,MIT,True,2022-12-08
APP-007,flash-bridge,3.8.16,MIT,True,2024-10-03
APP-007,stale-16,2.1.7,Unlicense,False,2022-12-26
APP-007,stale-10,1.10.20,MIT,True,2024-01-30
APP-007,ancient-xmlrpc,0.11.10,MIT,False,2024-01-24
APP-007,stale-15,4.4.4,Zlib,False,2023-12-18
APP-007,stale-14,0.8.6,BSD-3-Clause,True,2023-11-05
APP-007,stale-13,4.9.3,ISC,True,2024-06-05
APP-007,tlib-06,3.12.13,BSD-3-Clause,False,2025-12-03
APP-007,regex-engine,1.1.10,ISC,False,2026-05-22
APP-007,tlib-04,1.11.18,Unlicense,False,2026-04-15
APP-007,tlib-05,4.7.7,BSD-2-Clause,False,2026-06-11
APP-007,buffer-kit,3.1.7,BSD-2-Clause,False,2026-05-11
APP-007,lib-16,2.2.18,Apache-2.0,True,2025-09-28
APP-007,pandas,0.11.17,MIT,True,2025-11-24
APP-007,lib-18,4.6.11,BSD-2-Clause,True,2026-04-07
APP-007,lib-40,4.5.2,ISC,False,2026-01-11
APP-007,lib-37,1.8.15,BSD-3-Clause,True,2025-09-09
APP-007,lib-02,3.9.4,BSD-3-Clause,True,2026-05-31
APP-007,lib-23,0.8.17,ISC,False,2026-06-01
APP-007,sqlalchemy,2.8.15,Zlib,True,2026-02-07
APP-007,lib-07,0.6.1,Unlicense,True,2025-11-21
APP-007,lib-03,1.2.5,BSD-3-Clause,True,2025-11-12
APP-007,lib-34,1.6.18,Zlib,False,2026-03-08
APP-007,lib-29,2.8.4,Zlib,True,2026-04-29
APP-007,lib-08,3.3.6,Unlicense,True,2026-05-01
APP-007,lib-27,2.8.9,Zlib,True,2025-08-27
APP-007,lib-39,2.8.20,Apache-2.0,True,2026-01-20
APP-007,orjson,2.5.1,Zlib,False,2025-12-06
APP-007,lib-19,2.6.19,BSD-2-Clause,True,2026-05-29
APP-007,structlog,2.3.7,BSD-3-Clause,False,2026-01-23
APP-007,lib-31,1.9.18,Apache-2.0,False,2026-04-17
APP-007,pytest,1.10.20,Apache-2.0,True,2026-01-29
APP-007,lib-17,2.0.3,Apache-2.0,True,2026-06-23
APP-007,lib-13,2.10.16,Apache-2.0,True,2025-11-18
APP-008,img-magick,3.2.14,ISC,True,2026-05-18
APP-008,vlib-03,4.3.4,MIT,True,2025-10-08
APP-008,vlib-08,2.12.9,ISC,True,2026-04-29
APP-008,xml-parser,3.9.14,Apache-2.0,True,2025-09-28
APP-008,vlib-02,2.10.16,MIT,True,2025-10-08
APP-008,vlib-14,4.9.13,Unlicense,True,2026-03-19
APP-008,vlib-07,3.0.3,ISC,True,2025-12-30
APP-008,auth-token,2.1.9,Unlicense,True,2025-12-29
APP-008,urllib3,2.3.4,MIT,True,2026-04-12
APP-008,gpl-lib-01,0.0.20,AGPL-3.0,True,2026-02-26
APP-008,gpl-lib-08,2.6.17,AGPL-3.0,True,2026-05-05
APP-008,gpl-lib-06,3.0.12,GPL-2.0,True,2026-04-13
APP-008,readline-gnu,2.12.3,AGPL-3.0,True,2026-02-15
APP-008,gpl-lib-09,3.2.6,AGPL-3.0,True,2026-03-17
APP-008,gpl-lib-07,2.12.14,AGPL-3.0,True,2026-03-30
APP-008,stale-09,1.4.12,ISC,True,2023-02-21
APP-008,ancient-xmlrpc,0.11.10,MIT,True,2022-09-13
APP-008,stale-05,0.9.2,Zlib,False,2024-05-01
APP-008,stale-13,4.9.3,ISC,True,2023-01-25
APP-008,stale-08,2.3.10,BSD-2-Clause,True,2022-09-18
APP-008,stale-16,2.1.7,Unlicense,True,2023-03-16
APP-008,stale-07,4.8.10,Unlicense,True,2023-03-31
APP-008,tlib-06,3.12.13,BSD-3-Clause,False,2026-01-12
APP-008,tlib-02,4.3.8,Zlib,False,2026-01-16
APP-008,regex-engine,1.1.10,ISC,False,2026-04-10
APP-008,mem-alloc,0.1.20,Zlib,False,2025-11-13
APP-008,deep-base64,2.6.20,BSD-2-Clause,False,2026-05-23
APP-008,lib-01,0.5.17,Apache-2.0,True,2025-10-29
APP-008,boto3,0.5.4,Zlib,False,2026-01-22
APP-008,lib-32,2.6.17,Zlib,True,2025-08-28
APP-008,lib-20,4.1.12,BSD-3-Clause,True,2025-10-10
APP-008,lib-10,1.3.0,MIT,True,2025-11-02
APP-008,lib-34,1.6.18,Zlib,True,2026-05-28
APP-008,lib-25,0.10.10,Unlicense,True,2026-01-31
APP-008,lib-04,3.0.5,Apache-2.0,False,2026-05-11
APP-008,rich,4.3.10,Unlicense,True,2025-10-10
APP-008,lib-08,3.3.6,Unlicense,True,2025-09-02
APP-008,pytest,1.10.20,Apache-2.0,True,2026-06-05
APP-008,fastapi,4.0.11,BSD-3-Clause,False,2025-09-07
APP-008,lib-31,1.9.18,Apache-2.0,False,2026-01-13
APP-008,lib-18,4.6.11,BSD-2-Clause,True,2025-10-13
APP-008,lib-06,1.4.5,BSD-3-Clause,True,2026-05-26
APP-008,lib-14,3.10.17,ISC,False,2026-01-02
APP-008,lib-38,1.10.2,MIT,True,2026-05-14
APP-008,lib-26,4.5.3,BSD-3-Clause,True,2026-03-30
APP-008,structlog,2.3.7,BSD-3-Clause,False,2025-11-14
APP-008,lib-02,3.9.4,BSD-3-Clause,True,2025-10-01
APP-008,uvicorn,0.11.4,BSD-2-Clause,True,2026-04-06
APP-008,lib-21,4.3.8,Unlicense,True,2026-02-02
APP-008,lib-39,2.8.20,Apache-2.0,False,2026-01-04
APP-009,openssl-py,3.9.12,MIT,True,2025-10-21
APP-009,vlib-11,3.1.17,Apache-2.0,True,2026-03-20
APP-009,vlib-06,0.9.10,Apache-2.0,True,2026-03-03
APP-009,vlib-13,4.2.8,Unlicense,True,2026-04-17
APP-009,serde-json,4.12.8,Unlicense,True,2026-04-08
APP-009,urllib3,2.3.4,MIT,True,2026-05-18
APP-009,vlib-14,4.9.13,Unlicense,True,2026-01-26
APP-009,pyyaml,4.7.2,Unlicense,True,2026-05-06
APP-009,vlib-03,4.3.4,MIT,True,2025-10-10
APP-009,gpl-lib-05,3.0.5,GPL-2.0,True,2025-09-23
APP-009,gpl-lib-01,0.0.20,AGPL-3.0,True,2025-09-30
APP-009,gpl-crypto,3.3.2,GPL-3.0,True,2026-06-07
APP-009,gpl-lib-07,2.12.14,AGPL-3.0,True,2026-01-05
APP-009,gpl-lib-09,3.2.6,AGPL-3.0,True,2026-04-20
APP-009,gpl-lib-04,3.7.6,GPL-3.0,True,2025-08-25
APP-009,flash-bridge,3.8.16,MIT,True,2023-10-10
APP-009,stale-05,0.9.2,Zlib,False,2024-04-27
APP-009,ancient-xmlrpc,0.11.10,MIT,False,2023-01-29
APP-009,stale-13,4.9.3,ISC,False,2024-05-13
APP-009,stale-19,4.12.20,BSD-3-Clause,True,2024-09-15
APP-009,stale-06,3.10.18,MIT,False,2022-12-07
APP-009,stale-04,1.9.19,BSD-3-Clause,True,2023-08-02
APP-009,stale-07,4.8.10,Unlicense,False,2022-09-20
APP-009,yaml-loader,0.9.17,BSD-3-Clause,False,2025-11-09
APP-009,buffer-kit,3.1.7,BSD-2-Clause,False,2026-02-27
APP-009,tlib-02,4.3.8,Zlib,False,2025-09-26
APP-009,tlib-01,0.5.2,Zlib,False,2026-02-24
APP-009,mem-alloc,0.1.20,Zlib,False,2026-01-19
APP-009,lib-22,0.11.13,Unlicense,False,2025-10-29
